subj_id,latency,condition_str
AW2_,365.0,SD
AW2_,321.0,AD
AW2_,201.0,ND
AW2_,312.0,SD
AW2_,291.0,AD
AW2_,230.0,ND
AW2_,351.0,SD
AW2_,225.0,AD
AW2_,301.0,ND
AW2_,350.0,SD
AW2_,576.0,AD
AW2_,296.0,ND
AW2_,280.0,SD
AW2_,311.0,AD
RF,314.0,ND
RF,305.0,SD
RF,430.0,AD
RF,318.0,ND
RF,239.0,SD
RF,215.0,AD
RF,304.0,ND
RF,310.0,SD
RF,430.0,AD
RF,291.0,ND
RF,304.0,SD
RF,364.0,AD
RF,326.0,ND
RF,410.0,SD
RF,434.0,AD
RF,350.0,ND
RF,276.0,SD
RF,707.0,AD
RF,369.0,ND
RF,316.0,SD
RF,444.0,AD
RF,286.0,ND
RF,364.0,SD
RF,500.0,AD
RF,115.0,ND
RF,389.0,SD
RF,455.0,AD
RF,255.0,ND
RF,290.0,SD
RF,395.0,AD
RF,279.0,ND
RF,286.0,SD
RF,371.0,AD
RF,174.0,ND
RF,275.0,SD
RF,356.0,AD
RF,264.0,ND
RF,176.0,SD
RF,350.0,AD
RF,255.0,ND
RF,476.0,SD
RF,396.0,AD
RF,426.0,ND
RF,360.0,SD
RF,370.0,AD
RF,345.0,ND
RF,355.0,SD
RF,365.0,AD
RF,346.0,ND
RF,329.0,SD
RF,385.0,AD
RF,335.0,ND
RF,305.0,SD
RF,260.0,AD
RF,244.0,ND
RF,351.0,SD
RF,360.0,AD
RF,155.0,ND
RF,306.0,SD
RF,430.0,AD
RF,371.0,ND
RF,361.0,SD
RF,290.0,AD
RF,312.0,ND
RF,441.0,SD
RF,351.0,AD
RF,350.0,ND
RF,314.0,SD
RF,336.0,AD
RF,336.0,ND
RF,444.0,SD
RF,569.0,AD
RF,261.0,ND
RF,239.0,SD
RF,445.0,AD
RF,390.0,ND
RF,310.0,SD
RF,344.0,AD
RF,254.0,ND
RF,304.0,SD
RF,416.0,AD
RF,220.0,ND
RF,364.0,SD
RF,364.0,AD
RF,304.0,ND
RF,290.0,SD
RF,444.0,AD
RF,291.0,ND
RF,286.0,SD
RF,500.0,AD
RF,350.0,ND
RF,429.0,SD
RF,386.0,AD
RF,286.0,ND
RF,275.0,SD
RF,371.0,AD
TM,335.0,ND
TM,301.0,SD
TM,339.0,AD
TM,314.0,ND
TM,375.0,SD
TM,341.0,AD
TM,266.0,ND
TM,504.0,SD
TM,296.0,AD
TM,285.0,ND
TM,324.0,SD
TM,306.0,AD
TM,265.0,ND
TM,285.0,SD
TM,380.0,AD
TM,270.0,ND
TM,301.0,SD
TM,420.0,AD
TM,269.0,ND
TM,351.0,SD
TM,315.0,AD
TM,105.0,ND
TM,366.0,SD
TM,311.0,AD
TM,506.0,ND
TM,299.0,SD
TM,291.0,AD
TM,111.0,ND
TM,266.0,SD
TM,350.0,AD
TM,430.0,ND
TM,325.0,SD
TM,316.0,AD
TM,235.0,ND
TM,381.0,SD
TM,246.0,AD
TM,466.0,ND
TM,410.0,SD
TM,230.0,AD
TM,255.0,ND
TM,295.0,SD
TM,269.0,AD
TM,391.0,ND
TM,344.0,SD
TM,282.0,AD
TM,254.0,ND
TM,279.0,SD
TM,339.0,AD
TM,335.0,ND
TM,295.0,SD
TM,260.0,AD
TM,270.0,ND
TM,355.0,SD
TM,445.0,AD
TM,254.0,ND
TM,324.0,SD
TM,255.0,AD
TM,259.0,ND
TM,330.0,SD
TM,260.0,AD
TM,304.0,ND
TM,336.0,SD
TM,295.0,AD
TM,340.0,ND
TM,370.0,SD
TM,314.0,AD
TM,271.0,ND
TM,301.0,SD
TM,384.0,AD
TM,310.0,ND
TM,461.0,SD
TM,341.0,AD
TM,285.0,ND
TM,400.0,SD
TM,380.0,AD
TM,265.0,ND
TM,310.0,SD
TM,420.0,AD
TM,270.0,ND
TM,370.0,SD
TM,315.0,AD
TM,300.0,ND
TM,351.0,SD
TM,350.0,AD
TM,281.0,ND
TM,324.0,SD
TM,340.0,AD
LS,280.0,ND
LS,335.0,SD
LS,256.0,AD
LS,250.0,ND
LS,234.0,SD
LS,291.0,AD
LS,275.0,ND
LS,241.0,SD
LS,259.0,AD
LS,301.0,ND
LS,250.0,SD
LS,261.0,AD
LS,279.0,ND
LS,290.0,SD
LS,306.0,AD
LS,250.0,ND
LS,305.0,SD
LS,261.0,AD
LS,239.0,ND
LS,360.0,SD
LS,255.0,AD
LS,264.0,ND
LS,300.0,SD
LS,339.0,AD
LS,226.0,ND
LS,330.0,SD
LS,286.0,AD
LS,351.0,ND
LS,260.0,SD
LS,292.0,AD
LS,241.0,ND
LS,311.0,SD
LS,329.0,AD
LS,335.0,ND
LS,264.0,SD
LS,264.0,AD
LS,236.0,ND
LS,270.0,SD
LS,311.0,AD
LS,305.0,ND
LS,279.0,SD
LS,319.0,AD
LS,315.0,ND
LS,300.0,SD
LS,246.0,AD
LS,280.0,ND
LS,289.0,SD
LS,395.0,AD
LS,225.0,ND
LS,309.0,SD
LS,246.0,AD
LS,266.0,ND
LS,305.0,SD
LS,254.0,AD
LS,266.0,ND
LS,300.0,SD
LS,351.0,AD
LS,250.0,ND
LS,330.0,SD
LS,246.0,AD
LS,261.0,ND
LS,265.0,SD
LS,290.0,AD
LS,251.0,ND
LS,411.0,SD
LS,231.0,AD
LS,260.0,ND
LS,300.0,SD
LS,515.0,AD
LS,241.0,ND
LS,130.0,SD
LS,285.0,AD
LS,260.0,ND
LS,245.0,SD
LS,290.0,AD
LS,265.0,ND
LS,285.0,SD
LS,439.0,AD
LS,250.0,ND
LS,285.0,SD
LS,300.0,AD
LS,275.0,ND
LS,300.0,SD
LS,250.0,AD
LS,246.0,ND
LS,335.0,SD
LS,300.0,AD
LS,215.0,ND
LS,356.0,SD
LS,275.0,AD
LS,255.0,ND
LS,276.0,SD
LS,230.0,AD
LS,240.0,ND
LS,330.0,SD
LS,260.0,AD
LS,301.0,ND
LS,271.0,SD
LS,261.0,AD
LS,279.0,ND
LS,275.0,SD
LS,306.0,AD
LS,250.0,ND
LS,260.0,SD
LS,261.0,AD
LS,239.0,ND
LS,310.0,SD
LS,255.0,AD
LS,264.0,ND
LS,234.0,SD
LS,339.0,AD
LS,315.0,ND
LS,250.0,SD
LS,265.0,AD
LS,351.0,ND
LS,290.0,SD
LS,292.0,AD
LS,241.0,ND
LS,305.0,SD
LS,329.0,AD
LS,290.0,ND
LS,300.0,SD
LS,329.0,AD
LS,255.0,ND
LS,330.0,SD
LS,250.0,AD
LS,305.0,ND
LS,311.0,SD
LS,319.0,AD
LS,315.0,ND
LS,295.0,SD
LS,246.0,AD
LS,225.0,ND
LS,375.0,SD
LS,246.0,AD
LS,256.0,ND
LS,264.0,SD
LS,256.0,AD
LS,266.0,ND
LS,270.0,SD
LS,254.0,AD
LH1,225.0,ND
LH1,307.0,SD
LH1,300.0,AD
LH1,284.0,ND
LH1,360.0,SD
LH1,320.0,AD
LH1,251.0,ND
LH1,301.0,SD
LH1,296.0,AD
LH1,254.0,ND
LH1,369.0,SD
LH1,345.0,AD
LH1,330.0,ND
LH1,316.0,SD
LH1,256.0,AD
LH1,280.0,ND
LH1,355.0,SD
LH1,249.0,AD
LH1,320.0,ND
LH1,405.0,SD
LH1,375.0,AD
LH1,250.0,ND
LH1,365.0,SD
LH1,346.0,AD
LH1,360.0,ND
LH1,430.0,SD
LH1,365.0,AD
LH1,291.0,ND
LH1,339.0,SD
LH1,315.0,AD
LH1,265.0,ND
LH1,345.0,SD
LH1,220.0,AD
LH1,276.0,ND
LH1,495.0,SD
LH1,431.0,AD
LH1,341.0,ND
LH1,515.0,SD
LH1,346.0,AD
LH1,270.0,ND
LH1,290.0,SD
LH1,245.0,AD
LH1,225.0,ND
LH1,314.0,SD
LH1,311.0,AD
LH1,306.0,ND
LH1,290.0,SD
LH1,450.0,AD
LH1,140.0,ND
LH1,295.0,SD
LH1,346.0,AD
LH1,245.0,ND
LH1,291.0,SD
LH1,290.0,AD
LH1,270.0,ND
LH1,336.0,SD
LH1,325.0,AD
LH1,260.0,ND
LH1,425.0,SD
LH1,385.0,AD
LH1,301.0,ND
LH1,345.0,SD
LH1,410.0,AD
LH1,205.0,ND
LH1,340.0,SD
LH1,300.0,AD
LH1,285.0,ND
LH1,291.0,SD
LH1,245.0,AD
LH1,252.0,ND
LH1,296.0,SD
LH1,309.0,AD
LH1,310.0,ND
LH1,341.0,SD
LH1,335.0,AD
LH1,286.0,ND
LH1,354.0,SD
LH1,270.0,AD
LH1,274.0,ND
LH1,307.0,SD
LH1,295.0,AD
LH1,306.0,ND
LH1,341.0,SD
LH1,320.0,AD
LH1,291.0,ND
LH1,335.0,SD
LH1,256.0,AD
LH1,301.0,ND
LH1,320.0,SD
LH1,249.0,AD
LH1,251.0,ND
LH1,285.0,SD
LH1,346.0,AD
LH1,330.0,ND
LH1,360.0,SD
LH1,265.0,AD
LH1,250.0,ND
LH1,316.0,SD
LH1,510.0,AD
LH1,360.0,ND
LH1,355.0,SD
LH1,330.0,AD
LH1,365.0,ND
LH1,405.0,SD
LH1,275.0,AD
LH1,291.0,ND
LH1,365.0,SD
LH1,431.0,AD
LH1,265.0,ND
LH1,430.0,SD
LH1,346.0,AD
LH1,215.0,ND
LH1,339.0,SD
LH1,311.0,AD
RC,372.0,ND
RC,454.0,SD
RC,284.0,AD
RC,275.0,ND
RC,470.0,SD
RC,540.0,AD
RC,291.0,ND
RC,264.0,SD
RC,505.0,AD
RC,336.0,ND
RC,489.0,SD
RC,460.0,AD
RC,350.0,ND
RC,296.0,SD
RC,311.0,AD
RC,396.0,ND
RC,375.0,SD
RC,301.0,AD
RC,359.0,ND
RC,399.0,SD
RC,305.0,AD
RC,274.0,ND
RC,399.0,SD
RC,400.0,AD
RC,270.0,ND
RC,379.0,SD
RC,326.0,AD
RC,285.0,ND
RC,356.0,SD
RC,301.0,AD
RC,306.0,ND
RC,360.0,SD
RC,335.0,AD
RC,315.0,ND
RC,310.0,SD
RC,380.0,AD
RC,321.0,ND
RC,425.0,SD
RC,254.0,AD
RC,351.0,ND
RC,395.0,SD
RC,369.0,AD
RC,391.0,ND
RC,344.0,SD
RC,286.0,AD
RC,305.0,ND
RC,415.0,SD
RC,405.0,AD
RC,303.0,ND
RC,380.0,SD
RC,381.0,AD
RC,251.0,ND
RC,340.0,SD
RC,365.0,AD
RC,295.0,ND
RC,371.0,SD
RC,389.0,AD
RC,336.0,ND
RC,400.0,SD
RC,485.0,AD
RC,264.0,ND
RC,420.0,SD
RC,421.0,AD
RC,345.0,ND
RC,316.0,SD
RC,410.0,AD
RC,321.0,ND
RC,390.0,SD
RC,284.0,AD
RC,311.0,ND
RC,315.0,SD
RC,429.0,AD
RC,245.0,ND
RC,330.0,SD
RC,280.0,AD
RC,276.0,ND
RC,410.0,SD
RC,349.0,AD
RC,279.0,ND
RC,325.0,SD
RC,315.0,AD
RC,306.0,ND
RC,351.0,SD
RC,340.0,AD
RC,300.0,ND
RC,350.0,SD
RC,460.0,AD
RC,321.0,ND
RC,430.0,SD
RC,311.0,AD
RC,320.0,ND
RC,449.0,SD
RC,305.0,AD
RC,316.0,ND
RC,485.0,SD
RC,326.0,AD
RC,275.0,ND
RC,264.0,SD
RC,335.0,AD
RC,291.0,ND
RC,489.0,SD
RC,360.0,AD
RC,336.0,ND
RC,296.0,SD
RC,415.0,AD
RC,350.0,ND
RC,375.0,SD
RC,410.0,AD
RC,396.0,ND
RC,399.0,SD
RC,380.0,AD
RC,274.0,ND
RC,379.0,SD
RC,369.0,AD
RC,270.0,ND
RC,351.0,SD
RC,286.0,AD
TC,249.0,ND
TC,234.0,SD
TC,331.0,AD
TC,250.0,ND
TC,255.0,SD
TC,385.0,AD
TC,290.0,ND
TC,375.0,SD
TC,340.0,AD
TC,345.0,ND
TC,269.0,SD
TC,320.0,AD
TC,276.0,ND
TC,415.0,SD
TC,291.0,AD
TC,260.0,ND
TC,285.0,SD
TC,285.0,AD
TC,346.0,ND
TC,350.0,SD
TC,310.0,AD
TC,307.0,ND
TC,391.0,SD
TC,145.0,AD
TC,337.0,ND
TC,345.0,SD
TC,295.0,AD
TC,306.0,ND
TC,315.0,SD
TC,435.0,AD
TC,279.0,ND
TC,335.0,SD
TC,340.0,AD
TC,280.0,ND
TC,284.0,SD
TC,375.0,AD
TC,425.0,ND
TC,311.0,SD
TC,360.0,AD
TC,254.0,ND
TC,301.0,SD
TC,391.0,AD
TC,275.0,ND
TC,295.0,SD
TC,306.0,AD
TC,316.0,ND
TC,285.0,SD
TC,439.0,AD
TC,301.0,ND
TC,360.0,SD
TC,331.0,AD
TC,335.0,ND
TC,425.0,SD
TC,440.0,AD
TC,305.0,ND
TC,416.0,SD
TC,345.0,AD
TC,484.0,ND
TC,330.0,SD
TC,310.0,AD
TC,285.0,ND
TC,284.0,SD
TC,330.0,AD
TC,244.0,ND
TC,260.0,SD
TC,425.0,AD
TC,320.0,ND
TC,235.0,SD
TC,395.0,AD
TC,436.0,ND
TC,335.0,SD
TC,289.0,AD
TC,361.0,ND
TC,305.0,SD
TC,320.0,AD
TC,265.0,ND
TC,385.0,SD
TC,291.0,AD
TC,416.0,ND
TC,415.0,SD
TC,285.0,AD
TC,366.0,ND
TC,415.0,SD
TC,325.0,AD
TC,276.0,ND
TC,391.0,SD
TC,440.0,AD
TC,410.0,ND
TC,345.0,SD
TC,326.0,AD
LH2,305.0,ND
LH2,330.0,SD
LH2,294.0,AD
LH2,290.0,ND
LH2,245.0,SD
LH2,385.0,AD
LH2,270.0,ND
LH2,381.0,SD
LH2,395.0,AD
LH2,345.0,ND
LH2,315.0,SD
LH2,365.0,AD
LH2,250.0,ND
LH2,301.0,SD
LH2,279.0,AD
LH2,297.0,ND
LH2,465.0,SD
LH2,335.0,AD
LH2,260.0,ND
LH2,320.0,SD
LH2,310.0,AD
LH2,260.0,ND
LH2,300.0,SD
LH2,310.0,AD
LH2,134.0,ND
LH2,321.0,SD
LH2,325.0,AD
LH2,315.0,ND
LH2,367.0,SD
LH2,336.0,AD
LH2,305.0,ND
LH2,356.0,SD
LH2,415.0,AD
LH2,334.0,ND
LH2,381.0,SD
LH2,396.0,AD
LH2,351.0,ND
LH2,355.0,SD
LH2,450.0,AD
LH2,255.0,ND
LH2,366.0,SD
LH2,355.0,AD
LH2,325.0,ND
LH2,306.0,SD
LH2,365.0,AD
LH2,286.0,ND
LH2,340.0,SD
LH2,402.0,AD
LH2,250.0,ND
LH2,424.0,SD
LH2,359.0,AD
LH2,146.0,ND
LH2,345.0,SD
LH2,494.0,AD
LH2,331.0,ND
LH2,469.0,SD
LH2,354.0,AD
LH2,294.0,ND
LH2,355.0,SD
LH2,294.0,AD
LH2,314.0,ND
LH2,345.0,SD
LH2,309.0,AD
LH2,319.0,ND
LH2,300.0,SD
LH2,351.0,AD
LH2,265.0,ND
LH2,334.0,SD
LH2,325.0,AD
LH2,310.0,ND
LH2,330.0,SD
LH2,300.0,AD
LH2,234.0,ND
LH2,345.0,SD
LH2,500.0,AD
LH2,305.0,ND
LH2,376.0,SD
LH2,319.0,AD
LH2,324.0,ND
LH2,405.0,SD
LH2,370.0,AD
LH2,301.0,ND
LH2,355.0,SD
LH2,365.0,AD
LH2,375.0,ND
LH2,245.0,SD
LH2,310.0,AD
LH2,350.0,ND
LH2,381.0,SD
LH2,310.0,AD
LH2,351.0,ND
LH2,301.0,SD
LH2,374.0,AD
LH2,270.0,ND
LH2,320.0,SD
LH2,415.0,AD
LH2,297.0,ND
LH2,316.0,SD
LH2,435.0,AD
LH2,260.0,ND
LH2,367.0,SD
LH2,396.0,AD
LH2,260.0,ND
LH2,356.0,SD
LH2,450.0,AD
LH2,134.0,ND
LH2,356.0,SD
LH2,355.0,AD
SB1,285.0,ND
SB1,399.0,SD
SB1,414.0,AD
SB1,335.0,ND
SB1,375.0,SD
SB1,485.0,AD
SB1,305.0,ND
SB1,316.0,SD
SB1,405.0,AD
SB1,355.0,ND
SB1,360.0,SD
SB1,326.0,AD
SB1,281.0,ND
SB1,359.0,SD
SB1,356.0,AD
SB1,291.0,ND
SB1,370.0,SD
SB1,334.0,AD
SB1,340.0,ND
SB1,361.0,SD
SB1,555.0,AD
SB1,331.0,ND
SB1,424.0,SD
SB1,495.0,AD
SB1,265.0,ND
SB1,351.0,SD
SB1,366.0,AD
SB1,255.0,ND
SB1,330.0,SD
SB1,325.0,AD
SB1,315.0,ND
SB1,420.0,SD
SB1,321.0,AD
SB1,224.0,ND
SB1,345.0,SD
SB1,365.0,AD
SB1,274.0,ND
SB1,325.0,SD
SB1,374.0,AD
SB1,311.0,ND
SB1,341.0,SD
SB1,335.0,AD
SB1,219.0,ND
SB1,350.0,SD
SB1,546.0,AD
SB1,316.0,ND
SB1,364.0,SD
SB1,310.0,AD
SB1,244.0,ND
SB1,321.0,SD
SB1,349.0,AD
SB1,289.0,ND
SB1,355.0,SD
SB1,450.0,AD
SB1,271.0,ND
SB1,345.0,SD
SB1,400.0,AD
SB1,331.0,ND
SB1,371.0,SD
SB1,330.0,AD
SB1,280.0,ND
SB1,425.0,SD
SB1,284.0,AD
SB1,319.0,ND
SB1,399.0,SD
SB1,476.0,AD
SB1,300.0,ND
SB1,381.0,SD
SB1,340.0,AD
SB1,275.0,ND
SB1,360.0,SD
SB1,316.0,AD
SB1,294.0,ND
SB1,344.0,SD
SB1,416.0,AD
SB1,315.0,ND
SB1,386.0,SD
SB1,371.0,AD
SB1,285.0,ND
SB1,361.0,SD
SB1,414.0,AD
SB1,354.0,ND
SB1,375.0,SD
SB1,380.0,AD
SB1,305.0,ND
SB1,359.0,SD
SB1,255.0,AD
SB1,300.0,ND
SB1,370.0,SD
SB1,386.0,AD
SB1,284.0,ND
SB1,424.0,SD
SB1,331.0,AD
SB1,335.0,ND
SB1,350.0,SD
SB1,485.0,AD
SB1,281.0,ND
SB1,355.0,SD
SB1,356.0,AD
SB1,291.0,ND
SB1,366.0,SD
SB1,334.0,AD
SB1,340.0,ND
SB1,320.0,SD
SB1,555.0,AD
SB1,331.0,ND
SB1,345.0,SD
SB1,495.0,AD
SB1,265.0,ND
SB1,325.0,SD
SB1,366.0,AD
SB1,255.0,ND
SB1,350.0,SD
SB1,325.0,AD
IR,225.0,ND
IR,311.0,SD
IR,330.0,AD
IR,286.0,ND
IR,349.0,SD
IR,300.0,AD
IR,289.0,ND
IR,316.0,SD
IR,310.0,AD
IR,285.0,ND
IR,282.0,SD
IR,350.0,AD
IR,260.0,ND
IR,275.0,SD
IR,320.0,AD
IR,351.0,ND
IR,310.0,SD
IR,384.0,AD
IR,294.0,ND
IR,276.0,SD
IR,420.0,AD
IR,255.0,ND
IR,315.0,SD
IR,400.0,AD
IR,246.0,ND
IR,390.0,SD
IR,354.0,AD
IR,331.0,ND
IR,285.0,SD
IR,360.0,AD
IR,227.0,ND
IR,353.0,SD
IR,410.0,AD
IR,205.0,ND
IR,314.0,SD
IR,405.0,AD
IR,280.0,ND
IR,245.0,SD
IR,461.0,AD
IR,205.0,ND
IR,355.0,SD
IR,361.0,AD
IR,340.0,ND
IR,306.0,SD
IR,380.0,AD
IR,295.0,ND
IR,311.0,SD
IR,485.0,AD
IR,310.0,ND
IR,360.0,SD
IR,330.0,AD
IR,310.0,ND
IR,305.0,SD
IR,420.0,AD
IR,239.0,ND
IR,260.0,SD
IR,441.0,AD
IR,305.0,ND
IR,151.0,SD
IR,371.0,AD
IR,286.0,ND
IR,336.0,SD
IR,390.0,AD
IR,201.0,ND
IR,301.0,SD
IR,449.0,AD
IR,350.0,ND
IR,311.0,SD
IR,375.0,AD
IR,290.0,ND
IR,275.0,SD
IR,198.0,AD
IR,236.0,ND
IR,319.0,SD
IR,350.0,AD
IR,325.0,ND
IR,286.0,SD
IR,320.0,AD
IR,320.0,ND
IR,280.0,SD
IR,384.0,AD
IR,335.0,ND
IR,346.0,SD
IR,365.0,AD
IR,301.0,ND
IR,282.0,SD
IR,285.0,AD
IR,231.0,ND
IR,275.0,SD
IR,370.0,AD
EK,306.0,ND
EK,305.0,SD
EK,274.0,AD
EK,230.0,ND
EK,265.0,SD
EK,345.0,AD
EK,226.0,ND
EK,371.0,SD
EK,239.0,AD
EK,246.0,ND
EK,270.0,SD
EK,459.0,AD
EK,430.0,ND
EK,325.0,SD
EK,251.0,AD
EK,246.0,ND
EK,310.0,SD
EK,255.0,AD
EK,290.0,ND
EK,301.0,SD
EK,234.0,AD
EK,235.0,ND
EK,316.0,SD
EK,268.0,AD
EK,211.0,ND
EK,351.0,SD
EK,345.0,AD
EK,281.0,ND
EK,310.0,SD
EK,326.0,AD
EK,225.0,ND
EK,276.0,SD
EK,385.0,AD
EK,300.0,ND
EK,246.0,SD
EK,316.0,AD
EK,239.0,ND
EK,280.0,SD
EK,255.0,AD
EK,271.0,ND
EK,264.0,SD
EK,295.0,AD
EK,219.0,ND
EK,305.0,SD
EK,300.0,AD
EK,275.0,ND
EK,210.0,SD
EK,270.0,AD
EK,235.0,ND
EK,305.0,SD
EK,200.0,AD
EK,230.0,ND
EK,211.0,SD
EK,315.0,AD
EK,270.0,ND
EK,299.0,SD
EK,304.0,AD
EK,310.0,ND
EK,306.0,SD
EK,274.0,AD
EK,300.0,ND
EK,311.0,SD
EK,305.0,AD
EK,280.0,ND
EK,245.0,SD
EK,305.0,AD
EK,299.0,ND
EK,244.0,SD
EK,335.0,AD
EK,240.0,ND
EK,261.0,SD
EK,304.0,AD
EK,266.0,ND
EK,270.0,SD
EK,311.0,AD
EK,265.0,ND
EK,325.0,SD
EK,310.0,AD
EK,235.0,ND
EK,310.0,SD
EK,281.0,AD
EK,246.0,ND
EK,305.0,SD
EK,459.0,AD
EK,306.0,ND
EK,310.0,SD
EK,234.0,AD
EK,230.0,ND
EK,285.0,SD
EK,268.0,AD
EJ,330.0,ND
EJ,580.0,SD
EJ,324.0,AD
EJ,460.0,ND
EJ,381.0,SD
EJ,502.0,AD
EJ,350.0,ND
EJ,505.0,SD
EJ,426.0,AD
EJ,376.0,ND
EJ,540.0,SD
EJ,455.0,AD
EJ,406.0,ND
EJ,621.0,SD
EJ,444.0,AD
EJ,381.0,ND
EJ,545.0,SD
EJ,246.0,AD
EJ,344.0,ND
EJ,450.0,SD
EJ,344.0,AD
EJ,325.0,ND
EJ,539.0,SD
EJ,386.0,AD
EJ,385.0,ND
EJ,501.0,SD
EJ,394.0,AD
EJ,436.0,ND
EJ,429.0,SD
EJ,320.0,AD
EJ,396.0,ND
EJ,527.0,SD
EJ,748.0,AD
EJ,391.0,ND
EJ,455.0,SD
EJ,335.0,AD
EJ,351.0,ND
EJ,421.0,SD
EJ,300.0,AD
EJ,410.0,ND
EJ,420.0,SD
EJ,324.0,AD
EJ,375.0,ND
EJ,389.0,SD
EJ,450.0,AD
EJ,330.0,ND
EJ,500.0,SD
EJ,476.0,AD
EJ,361.0,ND
EJ,399.0,SD
EJ,395.0,AD
EJ,411.0,ND
EJ,550.0,SD
EJ,380.0,AD
EJ,400.0,ND
EJ,384.0,SD
EJ,386.0,AD
EJ,249.0,ND
EJ,390.0,SD
EJ,305.0,AD
EJ,520.0,ND
EJ,391.0,SD
EJ,419.0,AD
EJ,275.0,ND
EJ,379.0,SD
EJ,415.0,AD
EJ,330.0,ND
EJ,429.0,SD
EJ,502.0,AD
EJ,376.0,ND
EJ,436.0,SD
EJ,455.0,AD
EJ,314.0,ND
EJ,505.0,SD
EJ,344.0,AD
EJ,376.0,ND
EJ,540.0,SD
EJ,386.0,AD
EJ,304.0,ND
EJ,621.0,SD
EJ,394.0,AD
EF,336.0,ND
EF,411.0,SD
EF,400.0,AD
EF,280.0,ND
EF,285.0,SD
EF,292.0,AD
EF,289.0,ND
EF,305.0,SD
EF,289.0,AD
EF,341.0,ND
EF,406.0,SD
EF,304.0,AD
EF,305.0,ND
EF,324.0,SD
EF,370.0,AD
EF,329.0,ND
EF,235.0,SD
EF,435.0,AD
EF,367.0,ND
EF,304.0,SD
EF,395.0,AD
EF,430.0,ND
EF,355.0,SD
EF,409.0,AD
EF,350.0,ND
EF,295.0,SD
EF,450.0,AD
EF,290.0,ND
EF,315.0,SD
EF,296.0,AD
EF,360.0,ND
EF,361.0,SD
EF,264.0,AD
EF,289.0,ND
EF,310.0,SD
EF,344.0,AD
EF,307.0,ND
EF,336.0,SD
EF,400.0,AD
EF,285.0,ND
EF,309.0,SD
EF,336.0,AD
EF,231.0,ND
EF,321.0,SD
EF,346.0,AD
EF,331.0,ND
EF,276.0,SD
EF,610.0,AD
EF,270.0,ND
EF,311.0,SD
EF,560.0,AD
EF,366.0,ND
EF,336.0,SD
EF,340.0,AD
EF,280.0,ND
EF,309.0,SD
EF,309.0,AD
EF,300.0,ND
EF,315.0,SD
EF,326.0,AD
EF,257.0,ND
EF,375.0,SD
EF,300.0,AD
EF,326.0,ND
EF,346.0,SD
EF,295.0,AD
EF,384.0,ND
EF,311.0,SD
EF,325.0,AD
EF,260.0,ND
EF,305.0,SD
EF,390.0,AD
EF,336.0,ND
EF,340.0,SD
EF,430.0,AD
EF,286.0,ND
EF,319.0,SD
EF,326.0,AD
EF,266.0,ND
EF,345.0,SD
EF,345.0,AD
EF,281.0,ND
EF,455.0,SD
EF,300.0,AD
EF,271.0,ND
EF,405.0,SD
EF,415.0,AD
